Title,belongs_to_collection,genres,original_lang,overview,popularity,production_countries,release_date,runtime,spoken langs,tagline,vote_average,vote_count
"tf.Tensor([[16829    15 26846     1]], shape=(1, 4), dtype=int32)",0,"tf.Tensor(
[[784   3  31 391   3  32   3  51   3   9   3  29   3  75   3  15   3  31
    3   6   3  31 377   3   9   3  29   3  17   3   9   3   7   3  63   3
   31   3   6   3  31  71   3  29   3  23   3  51   3   9   3  17   3  23
    3  32   3  29   3  31   3 908   1]], shape=(1, 63), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[ 2821    16     3     9   957   189    18 14006  1611  3309     6    48
   1190    18  7259  9301  1451  6963     8   733    13  8884     6     3
      9  1021   388 14242    15    26   550    12     8   365  7276    11
     62    26    12     3     9 15124  7527    15 11738     6   298   112
    490 11738  7488  1749     7    36    60    89    17    16     8  1322
     13     8   840     5     1]], shape=(1, 65), dtype=int32)",56.45299911499024,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3
    9   3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52
    3  23   3  75   3   9   3  31   3 908   1]], shape=(1, 47), dtype=int32)",2005,77.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3 908   1]], shape=(1, 21), dtype=int32)","tf.Tensor([[  290    31     7   118     3     9  7808     3 28063     5     1]], shape=(1, 11), dtype=int32)",7.514999866485596,7955.0
"tf.Tensor([[ 499    7 1225 2473    1]], shape=(1, 5), dtype=int32)",0,"tf.Tensor(
[[784   3  31 332   3 107   3  52   3  23   3  40   3  40   3  15   3  52
    3  31   3   6   3  31 205   3  52   3  23   3  51   3  15   3  31   3
    6   3  31 309   3  52   3   9   3  51   3   9   3  31   3   6   3  31
  283   3  63   3   7   3  17   3  15   3  52   3  63   3  31   3 908   1]], shape=(1, 72), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[   37  1342    13   386  1076   113   130  7352   803    33     3     7
    547 11196   116    80    13   135  5696     7     3     9   384 18914
      5     1]], shape=(1, 26), dtype=int32)",25.743000030517575,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3
    9   3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52
    3  23   3  75   3   9   3  31   3 908   1]], shape=(1, 47), dtype=int32)",2003,138.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3 908   1]], shape=(1, 21), dtype=int32)","tf.Tensor([[ 101    3 7165   69 3731    7    6   62 6179  135 1349    5    1]], shape=(1, 13), dtype=int32)",7.745999813079834,5789.0
"tf.Tensor([[10039     6  6394    11  2759 14627    53 13384  3573     1]], shape=(1, 10), dtype=int32)",0,"tf.Tensor(
[[784   3  31 205   3  32   3  51   3  15   3  26   3  63   3  31   3   6
    3  31 205   3  52   3  23   3  51   3  15   3  31   3 908   1]], shape=(1, 34), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[   71   895 18058    11   112 28963   120    18    35 19279   803   174
     12   143     3     9   418    13  1723  1704   227  5489     3     9
  13278    63  5340  1588     5   304   103    48    79  2204    12  3197
      3     9     3    88   343    30     3     9   422    18   715     3
   3810   113  1837    12    36  2699    91    13     8  2667   416  1365
      5     1]], shape=(1, 62), dtype=int32)",10.524999618530272,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 480   3  23   3
   29   3 122   3  26   3  32   3  51   3  31   3   6   3  31 412   3  29
    3  23   3  17   3  15   3  26 180   3  17   3   9   3  17   3  15   3
    7   3  32   3  89  71   3  51   3  15   3  52   3  23   3  75   3   9
    3  31   3 908   1]], shape=(1, 77), dtype=int32)",1998,105.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3 908   1]], shape=(1, 21), dtype=int32)","tf.Tensor([[   71  2678   122 12614    12 20383     7  2181  8352     5     1]], shape=(1, 11), dtype=int32)",8.133000373840332,5905.0
"tf.Tensor([[2745    1]], shape=(1, 2), dtype=int32)",1,"tf.Tensor(
[[784   3  31 377   3   9   3  51   3  23   3  40   3  63   3  31   3   6
    3  31  71   3  75   3  17   3  23   3  32   3  29   3  31   3   6   3
   31  71   3  26   3 208   3  15   3  29   3  17   3  76   3  52   3  15
    3  31   3 908   1]], shape=(1, 59), dtype=int32)","tf.Tensor([[ 3 29 40  1]], shape=(1, 4), dtype=int32)","tf.Tensor(
[[   37 19910     7   473   269    44   234    16  5440 12823     6    68
      8  4643  1633     7   269   323   116     8     3    29    77  1191
      7   369    12   619    16     8  2815     5   621    66     6 19910
      7    11     3    29    77  1191     7    33     3     7 25237 14645
     55   818 19910 14268   216  5317   272    40  7248  3465     7 16562
     12   129  5413    13   112   126 14245     7     6   520 17724    11
      3    29    77  1191  3062  6214  1258   582   803     5    37 19910
      7  1921     8     3    29    77  1191     7    12     8  5737  3392
     44     8  3309    31     7  2041     3    88   226 21774     5  2645
     56  1369     8  1588    58 12776  1191     7    33  3627    11    72
  20562    13   503     6    68 19910     7    33     8   200 15009     7
     16    66    13     8  2391  2805     7   233     1]], shape=(1, 141), dtype=int32)",561.3489990234375,"tf.Tensor(
[[784   3  31 445   3  15   3  17   3 107   3  15   3  52   3  40   3   9
    3  29   3  26   3   7   3  31   3 908   1]], shape=(1, 29), dtype=int32)",2022,89.0,"tf.Tensor(
[[784   3  31 445   3  15   3  26   3  15   3  52   3  40   3   9   3  29
    3  26   3   7   3  31   3 908   1]], shape=(1, 27), dtype=int32)","tf.Tensor([[1]], shape=(1, 1), dtype=int32)",6.892000198364258,60.0
"tf.Tensor([[  37 3230 1804  969   15    1]], shape=(1, 6), dtype=int32)",0,"tf.Tensor(
[[784   3  31 205   3  52   3  23   3  51   3  15   3  31   3   6   3  31
  283   3  63   3   7   3  17   3  15   3  52   3  63   3  31   3   6   3
   31 332   3 107   3  52   3  23   3  40   3  40   3  15   3  52   3  31
    3   6   3  31 205   3  32   3  51   3  15   3  26   3  63   3  31   3
  908   1]], shape=(1, 74), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[   86  7434     7  8426     6 29271 12092  1571  3216    15     3  9000
     12   199     3     9  1565   113    19 11970    13  7738    53   112
   2512     5     1]], shape=(1, 27), dtype=int32)",8.694000244140625,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3
    9   3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52
    3  23   3  75   3   9   3  31   3 908   1]], shape=(1, 47), dtype=int32)",1973,112.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3   6   3  31 262   3   7   3 102   3   9   3   2   3  32   3  40   3
   31   3 908   1]], shape=(1, 40), dtype=int32)","tf.Tensor([[ 9428   845 23281   114     3     9 11126   233     1]], shape=(1, 9), dtype=int32)",7.456999778747559,492.0
"tf.Tensor([[   37     3 10628    13 13789   205 17149     1]], shape=(1, 8), dtype=int32)",0,"tf.Tensor(
[[784   3  31  71   3  26   3 208   3  15   3  29   3  17   3  76   3  52
    3  15   3  31   3   6   3  31 309   3  52   3   9   3  51   3   9   3
   31   3   6   3  31 454   3  23   3   7   3  17   3  32   3  52   3  63
    3  31   3 908   1]], shape=(1, 59), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[ 4857  6764  2744  2229     7    31     7   280    11  1390    12 20111
      8   786 11808    33     3     7   547 11196   116   112   200  1565
      6 12225   232     6    20   565  8763   376     5   621  2887  1179
  27293   203    16  5714     6  2744  2229     7  6754     7    28     8
    199    13     3     9  4999    16  5058    11  5944     7   112 27831
      6 13183   120    16     7    77    76  1014  2448   139     8  2379
    150   115 14277     5     1]], shape=(1, 77), dtype=int32)",27.312000274658203,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3
    9   3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52
    3  23   3  75   3   9   3  31   3 908   1]], shape=(1, 47), dtype=int32)",2002,131.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3   6   3  31 262   3   7   3 102   3   9   3   2   3  32   3  40   3
   31   3   6   3  31  27   3  17   3   9   3  40   3  23   3   9   3  29
    3  32   3  31   3 908   1]], shape=(1, 61), dtype=int32)","tf.Tensor([[16386    21  4472     5     3 10628    30 27831     5     1]], shape=(1, 10), dtype=int32)",7.65500020980835,1539.0
"tf.Tensor([[  216    26 14143    11     8     3  8365   651    86   524     1]], shape=(1, 11), dtype=int32)",0,"tf.Tensor(
[[784   3  31 205   3  32   3  51   3  15   3  26   3  63   3  31   3   6
    3  31 283   3  76   3   7   3  23   3  75   3  31   3   6   3  31 309
    3  52   3   9   3  51   3   9   3  31   3 908   1]], shape=(1, 49), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[ 2922  3375     3     9  4940    16  1932  4308     6   216    26 14143
  17601    15     7     3     9   525  6586    16   455    12     3    15
  10673  2206    12     8   412     5   134     5     6   213   255 27366
      7  6257    38    46   105 27817   120 14986   153    68 13429   120
   7799  2480     3  8481     9     6 26350    53     3     9   105   346
    402    17    99    83  7285    13    80  1239     1]], shape=(1, 69), dtype=int32)",9.54699993133545,"tf.Tensor(
[[784   3  31 205   3   9   3  29   3   9   3  26   3   9   3  31   3   6
    3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3   9
    3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52   3
   23   3  75   3   9   3  31   3 908   1]], shape=(1, 64), dtype=int32)",2001,95.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3   6   3  31 309   3  15   3  76   3  17   3   7   3  75   3 107   3
   31   3 908   1]], shape=(1, 40), dtype=int32)","tf.Tensor(
[[  389    46 20844  1427 12153  2480     3  9666     7     7    15    63
      1]], shape=(1, 13), dtype=int32)",7.441999912261963,319.0
"tf.Tensor([[18931  5225    29  2029     1]], shape=(1, 5), dtype=int32)",0,"tf.Tensor(
[[784   3  31 309   3  52   3   9   3  51   3   9   3  31   3   6   3  31
  391   3  32   3  51   3   9   3  29   3  75   3  15   3  31   3   6   3
   31 549   3   9   3  52   3  31   3 908   1]], shape=(1, 47), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[  389  7262     3    52 12220  2284   112   123  9416    11     3  7820
     12   161   112   194    95     8   569  2287    13   507   189  2646
   2789     6     3 21139  2448    45     8 15084  1624  6764 18931   139
      8 17243 18931  5225    29  2029     5     1]], shape=(1, 44), dtype=int32)",14.940999984741213,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 480   3  23   3
   29   3 122   3  26   3  32   3  51   3  31   3   6   3  31 412   3  29
    3  23   3  17   3  15   3  26 180   3  17   3   9   3  17   3  15   3
    7   3  32   3  89  71   3  51   3  15   3  52   3  23   3  75   3   9
    3  31   3 908   1]], shape=(1, 77), dtype=int32)",1975,185.0,"tf.Tensor(
[[ 784    3   31  309    3   15    3   76    3   17    3    7    3   75
     3  107    3   31    3    6    3   31  377    3   52    3    9    3
    29    3 8970    3    9    3   23    3    7    3   31    3    6    3
    31  262    3   29    3  122    3   40    3   23    3    7    3  107
     3   31    3  908    1]], shape=(1, 61), dtype=int32)","tf.Tensor(
[[  486   307   336  1624  6764 18931  1632     3     9 26266   318   232
     24    47   112 18914     5     1]], shape=(1, 18), dtype=int32)",8.01200008392334,2440.0
"tf.Tensor([[3137   16 1589    1]], shape=(1, 4), dtype=int32)",1,"tf.Tensor(
[[784   3  31  71   3  75   3  17   3  23   3  32   3  29   3  31   3   6
    3  31  71   3  26   3 208   3  15   3  29   3  17   3  76   3  52   3
   15   3  31   3   6   3  31 205   3  32   3  51   3  15   3  26   3  63
    3  31   3   6   3  31 180   3  75   3  23   3  15   3  29   3  75   3
   15 377   3  23   3  75   3  17   3  23   3  32   3  29   3  31   3 908
    1]], shape=(1, 91), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[  621     3     9  2095 15389    28    46   119  7276   120   271     6
      3     9   368  1060   896  7326    19 26870    38    46  3102    16
      3     9   420    18 27527  1470  2127    12  3393    11  2095 12430
   1756    30  4030    10     8  3137    16  1589     5  8628 14168    11
    126 11474  8628  9373   253  1452    16     8  2214    13     3     9
  18443  5944    57    46  1413   122     9 22884 10287   113    65  4363
     30  4030    12    38     7     9     7     7  8660   192 20850     7
     45 10720    53  7466  8606    15     7     5     1]], shape=(1, 93), dtype=int32)",35.1150016784668,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3
    9   3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52
    3  23   3  75   3   9   3  31   3 908   1]], shape=(1, 47), dtype=int32)",1997,98.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3   6   3  31 262   3   7   3 102   3   9   3   2   3  32   3  40   3
   31   3 908   1]], shape=(1, 40), dtype=int32)","tf.Tensor(
[[12714    53     8  4030    45     8     3     7  6361    13     8  8084
      5     1]], shape=(1, 14), dtype=int32)",7.179999828338623,12470.0
"tf.Tensor([[21989  4011   115    32     9     1]], shape=(1, 6), dtype=int32)",1,"tf.Tensor([[784   3  31 309   3  52   3   9   3  51   3   9   3  31   3 908   1]], shape=(1, 17), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[  978   549    99    15    19  3654    11   112  3885  5591     7   376
     68    48   625   388   341    65  2870    16   376    55   366     3
     88  2615     7     3     9  1385   452  1601  4291  1367    53  1588
     12  1215    18 17788   102 21989  4011   115    32     9     6 17367
     53  2437  9378  2233  5235 15924 30368     3    60    17  5434  1422
     57  4421 21989    12     3     9 16405     3  1931   208  3375     6
   9445  7775  4473  9338     5   304     8  4158    13   112   520    11
    803     6 21989  2065     7    12   369    91    13  6576    11   522
     46 15264   113    31     7  3627     6  6879     6    11 12010   203
    112  9212     5     1]], shape=(1, 112), dtype=int32)",31.895000457763672,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3
    9   3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52
    3  23   3  75   3   9   3  31   3 908   1]], shape=(1, 47), dtype=int32)",2006,101.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3   6   3  31   3   2   3   2   3   2   3   2   3   2   3   2   3   2
    3  31   3   6   3  31 262   3   7   3 102   3   9   3   2   3  32   3
   40   3  31   3 908   1]], shape=(1, 60), dtype=int32)","tf.Tensor([[ 94   3   9  77  31  17 147   3  31  17 173  34  31   7 147   5   1]], shape=(1, 17), dtype=int32)",6.834000110626221,3050.0
"tf.Tensor([[ 282 1804   38   94 1609    7    1]], shape=(1, 7), dtype=int32)",0,"tf.Tensor(
[[784   3  31 309   3  52   3   9   3  51   3   9   3  31   3   6   3  31
  205   3  32   3  51   3  15   3  26   3  63   3  31   3   6   3  31 391
    3  32   3  51   3   9   3  29   3  75   3  15   3  31   3 908   1]], shape=(1, 53), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[ 5049  2494   412    26  1748     6     3     9 22703    63     6   600
     32  1054     6 19963    15     7     7   757    18  7699    83     7
    757  4346    13  7966  8973     6    19 19986    12   921     3    88
   7864     6   379   112 16998 10678     6  6308     5   621  6308    19
   2833  1601     6  5049  2494 12902   112   280  2120 19118   323   116
      3    88    65    12   320   227  6308    31     7  1782     5    86
    811     6 12526     6     8   163  1749  9377    44     8   415   176
     49   113    56 21533   376     6   398  1175   161    12   124    21
    160  6802   520     6   492    34  4586    21  5049  2494    12     3
   1544  3688     5     1]], shape=(1, 112), dtype=int32)",18.770000457763672,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3
    9   3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52
    3  23   3  75   3   9   3  31   3 908   1]], shape=(1, 47), dtype=int32)",1997,139.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3 908   1]], shape=(1, 21), dtype=int32)","tf.Tensor(
[[   71 12373    45     8   842    24  1550    21     8 17703     5  3497
    565   909    21  5049  2494     5     1]], shape=(1, 19), dtype=int32)",7.39300012588501,3339.0
"tf.Tensor([[11350  4331     1]], shape=(1, 3), dtype=int32)",0,"tf.Tensor(
[[784   3  31 332   3 107   3  52   3  23   3  40   3  40   3  15   3  52
    3  31   3   6   3  31 309   3  52   3   9   3  51   3   9   3  31   3
    6   3  31 283   3  63   3   7   3  17   3  15   3  52   3  63   3  31
    3 908   1]], shape=(1, 57), dtype=int32)","tf.Tensor([[7102    1]], shape=(1, 2), dtype=int32)","tf.Tensor(
[[   71   614  4632  7326  3694    28   386  4129    53 14013     3  6475
      3     9 14506  1486  7738     5    37   495    19  6446    38     8
   3427  6220     7    33     8  1362   113     3 24309  4792    70 21615
   3062     5     1]], shape=(1, 39), dtype=int32)",8.329999923706055,"tf.Tensor([[784   3  31  27   3  29   3  26   3  23   3   9   3  31   3 908   1]], shape=(1, 17), dtype=int32)",2015,132.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3   6   3  31   3   2   3   2   3   2   3   2   3   2   3   2   3  31
    3 908   1]], shape=(1, 39), dtype=int32)","tf.Tensor([[1]], shape=(1, 1), dtype=int32)",7.493000030517578,136.0
"tf.Tensor([[29332     7   204     1]], shape=(1, 4), dtype=int32)",1,"tf.Tensor(
[[784   3  31  71   3  75   3  17   3  23   3  32   3  29   3  31   3   6
    3  31  71   3  26   3 208   3  15   3  29   3  17   3  76   3  52   3
   15   3  31   3   6   3  31  71   3  29   3  23   3  51   3   9   3  17
    3  23   3  32   3  29   3  31   3   6   3  31 377   3   9   3  51   3
   23   3  40   3  63   3  31   3 908   1]], shape=(1, 82), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[ 1289     9  2248 18722  2141     7   139  1041    12  1097     8   239
      6   298  1363     5 29332  8519   112  4016  1921   780     3   104
    838   124    13     8   982    13   112   386   502     5     1]], shape=(1, 35), dtype=int32)",54.65700149536133,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3
    9   3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52
    3  23   3  75   3   9   3  31   3 908   1]], shape=(1, 47), dtype=int32)",2018,118.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3 908   1]], shape=(1, 21), dtype=int32)","tf.Tensor([[3195   12  161    5    1]], shape=(1, 5), dtype=int32)",7.486000061035156,11753.0
"tf.Tensor([[1051 2047    1]], shape=(1, 3), dtype=int32)",1,"tf.Tensor(
[[784   3  31 309   3  52   3   9   3  51   3   9   3  31   3   6   3  31
   71   3  75   3  17   3  23   3  32   3  29   3  31   3   6   3  31 205
    3  32   3  51   3  15   3  26   3  63   3  31   3 908   1]], shape=(1, 51), dtype=int32)","tf.Tensor([[2662    1]], shape=(1, 2), dtype=int32)","tf.Tensor(
[[  304     7  9288    32   283    99   444     3     7 15238  1304     7
     11     3     7    29   291    40     7    12  6077  7967  1504    16
   3695  1859  7396    31     7 20994     3 18789     6  8538 10431    96
    134   152 10609    32   535    86    48  9663  1466    11 19826    12
     96   476 21892  6310   976     3   354 15624     3     7   265  2414
     23  1051 10609    32  1691    46  1523  3040   563    13  1021 20614
      7     3  8578    91    70 18297    31     7  8293 14780     6    11
     16     8   433  5050    70  1023    13     3     9  2757     3     7
    265  2414    23    30   165     3  2741     5     1]], shape=(1, 105), dtype=int32)",13.85200023651123,"tf.Tensor([[784   3  31 446   3   9   3 102   3   9   3  29   3  31   3 908   1]], shape=(1, 17), dtype=int32)",1962,96.0,"tf.Tensor([[784   3  31   3   2   3   2   3   2   3  31   3 908   1]], shape=(1, 14), dtype=int32)","tf.Tensor(
[[   71 18413     9  3695  1859  7396    31     7  2621  1329    11   368
    222  4318  3226  8424     1]], shape=(1, 17), dtype=int32)",7.972000122070312,498.0
"tf.Tensor([[10632    10 22939    29   291  1825     1]], shape=(1, 7), dtype=int32)",1,"tf.Tensor(
[[784   3  31  71   3  75   3  17   3  23   3  32   3  29   3  31   3   6
    3  31  71   3  26   3 208   3  15   3  29   3  17   3  76   3  52   3
   15   3  31   3   6   3  31 377   3   9   3  29   3  17   3   9   3   7
    3  63   3  31   3   6   3  31 180   3  75   3  23   3  15   3  29   3
   75   3  15 377   3  23   3  75   3  17   3  23   3  32   3  29   3  31
    3   6   3  31 205   3  32   3  51   3  15   3  26   3  63   3  31   3
  908   1]], shape=(1, 110), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[10632    19  4840 23790    15    26    30     8   119   596    13     8
   8084    11 12902  2448    16     3     9  1964   581    97    12   129
    223    12   282  6390    12  1190 22939    29   291  1825     6     8
  11203    13   112   234    18  7276    11     8   414    13   282  1478
   8603 20927     6    44     8  1780    13     3     9  2021   126  5888
      6     8     3  6830   107   924   216   521     5     1]], shape=(1, 70), dtype=int32)",66.28800201416016,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3
    9   3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52
    3  23   3  75   3   9   3  31   3 908   1]], shape=(1, 47), dtype=int32)",2017,131.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3 908   1]], shape=(1, 21), dtype=int32)","tf.Tensor([[  465 18812     5   465  5289     5     1]], shape=(1, 7), dtype=int32)",7.598999977111816,19052.0
"tf.Tensor([[14179  8733    52     7     1]], shape=(1, 5), dtype=int32)",0,"tf.Tensor(
[[784   3  31 205   3  52   3  23   3  51   3  15   3  31   3   6   3  31
  309   3  52   3   9   3  51   3   9   3  31   3 908   1]], shape=(1, 32), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[   71  1021  3145  6512     7   160   853    13    44    18 13261   481
     12   669 17313     6  1581  1452     6    11  6665  1073  1909   306
    496     5     1]], shape=(1, 27), dtype=int32)",21.10700035095215,"tf.Tensor(
[[784   3  31 350   3  15   3  52   3  51   3   9   3  29   3  63   3  31
    3   6   3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17
    3   9   3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3
   52   3  23   3  75   3   9   3  31   3 908   1]], shape=(1, 66), dtype=int32)",2007,123.0,"tf.Tensor(
[[784   3  31 262   3   7   3 102   3   9   3   2   3  32   3  40   3  31
    3   6   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3
   31   3 908   1]], shape=(1, 40), dtype=int32)","tf.Tensor([[2940  733    5 2940  296    5 2940  647    5    1]], shape=(1, 10), dtype=int32)",7.922999858856201,1953.0
"tf.Tensor([[5070 5324    1]], shape=(1, 3), dtype=int32)",0,"tf.Tensor(
[[784   3  31 205   3  32   3  51   3  15   3  26   3  63   3  31   3   6
    3  31 309   3  52   3   9   3  51   3   9   3  31   3 908   1]], shape=(1, 34), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[   37  3083  1167 16562    12   619    16   941  2913  2710    28     8
    199    13     3     9  1021 15876  2335     5     1]], shape=(1, 21), dtype=int32)",18.724000930786133,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3
    9   3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52
    3  23   3  75   3   9   3  31   3 908   1]], shape=(1, 47), dtype=int32)",1936,87.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3 908   1]], shape=(1, 21), dtype=int32)","tf.Tensor(
[[  216  5024  2238    38     8  4016 16861    49    13   941   648    55
    465    80    30  3596    54   143    25  8719    38   842  9203    42
   1586    39   842    38  7447   233   532   829   296  8719     7     6
      3    75  2593    11 22695     7    12   112   594   924 18592    55
      1]], shape=(1, 49), dtype=int32)",8.305000305175781,3264.0
"tf.Tensor([[ 304 2114   11 2114  933    1]], shape=(1, 6), dtype=int32)",0,"tf.Tensor(
[[784   3  31  71   3  26   3 208   3  15   3  29   3  17   3  76   3  52
    3  15   3  31   3   6   3  31 391   3  32   3  51   3   9   3  29   3
   75   3  15   3  31   3   6   3  31 549   3   9   3  52   3  31   3   6
    3  31 309   3  52   3   9   3  51   3   9   3  31   3 908   1]], shape=(1, 70), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[   71  3394  1495 13382  3432 26205    52  2347  4838    95    28     8
  13104  2379  5673     3 11480     7   383 29420     5     1]], shape=(1, 22), dtype=int32)",9.248000144958496,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3
    9   3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52
    3  23   3  75   3   9   3  31   3 908   1]], shape=(1, 47), dtype=int32)",1945,100.0,"tf.Tensor(
[[ 784    3   31  262    3   29    3  122    3   40    3   23    3    7
     3  107    3   31    3    6    3   31  377    3   52    3    9    3
    29    3 8970    3    9    3   23    3    7    3   31    3  908    1]], shape=(1, 42), dtype=int32)","tf.Tensor(
[[    3 16359   439     3  5359  9744   332     5   567     5   382    55
  12689    19  2344    55     1]], shape=(1, 17), dtype=int32)",7.5,434.0
"tf.Tensor([[   37 13579   972     1]], shape=(1, 4), dtype=int32)",0,"tf.Tensor(
[[784   3  31 332   3 107   3  52   3  23   3  40   3  40   3  15   3  52
    3  31   3   6   3  31 454   3  23   3   7   3  17   3  32   3  52   3
   63   3  31   3   6   3  31 309   3  52   3   9   3  51   3   9   3  31
    3   6   3  31  71   3  75   3  17   3  23   3  32   3  29   3  31   3
  908   1]], shape=(1, 74), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[13331  1602 14520  7186  1420 11314    29    29    15    11   112  4263
   1391   653    12   474    46   414    12     8 13052    29  5964   699
  29668     5     1]], shape=(1, 27), dtype=int32)",25.98500061035156,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 480   3  23   3
   29   3 122   3  26   3  32   3  51   3  31   3   6   3  31 412   3  29
    3  23   3  17   3  15   3  26 180   3  17   3   9   3  17   3  15   3
    7   3  32   3  89  71   3  51   3  15   3  52   3  23   3  75   3   9
    3  31   3 908   1]], shape=(1, 77), dtype=int32)",2020,112.0,"tf.Tensor(
[[  784     3    31   262     3    29     3   122     3    40     3    23
      3     7     3   107     3    31     3     6     3    31   276     3
   3700 12681 12681     3  6652     3  2795     3     2     3    31     3
    908     1]], shape=(1, 38), dtype=int32)","tf.Tensor(
[[ 6719    30     8  3904  1176   733    13     3     9   268   348  2120
  14520     5     1]], shape=(1, 15), dtype=int32)",7.043000221252441,908.0
