Title,ID,budget,revenue,popularity,runtime,vote_average,vote_count
Loving Vincent,339877,5500000,42187665,14.877,95,8.044,2233
Batman: Mask of the Phantasm,14919,6000000,5617391,12.204,76,7.51,919
Cowboy Bebop: Tengoku no tobira,11299,0,0,14.433,115,7.7,725
Tangled,38757,260000000,592461732,113.54,100,7.6,10202
Toy Story 4,301528,175000000,1073394593,62.65,100,7.5,8795
The Lego Movie,137106,60000000,469160692,25.166,100,7.41,7009
Coraline,14836,60000000,124600000,123.786,100,7.827,6561
Wreck-It Ralph,82690,165000000,471222889,69.264,101,7.324,11272
Who Framed Roger Rabbit,856,70000000,329803958,24.446,104,7.514,5036
"South Park: Bigger, Longer & Uncut",9473,21000000,83137603,25.871,81,7.222,2338
Kaze tachinu,149870,30000000,117932401,25.921,126,7.781,2506
Paprika,50270,0,0,35.449,99,7.061,334
Fantasia,756,2280000,76411819,30.981,124,7.373,2703
Waking Life,9081,0,3176880,10.289,99,7.506,776
Kubo and the Two Strings,313297,60000000,76249438,29.807,102,7.643,3279
Kurenai no buta,11621,0,0,21.578,94,7.8,2792
Le Petit Prince,578489,0,0,0.676,125,8.0,1
Omoide no Marnie,242828,0,34949567,21.05,103,7.973,1550
Les triplettes de Belleville,9662,9500000,14776760,9.792,80,7.377,811
The Breadwinner,435129,0,312381,7.941,94,7.91,714
Ma vie de Courgette,393559,8000000,5873256,11.006,66,7.801,1166
Guillermo del Toro's Pinocchio,555604,35000000,0,187.812,117,8.227,2233
Kung Fu Panda,9502,130000000,631744560,75.977,90,7.227,10182
Moana,277834,150000000,690860472,17.636,107,7.562,11179
The Little Mermaid,447277,0,0,224.763,135,0.0,0
Despicable Me,20352,69000000,533679475,52.894,95,7.224,13891
Incredibles 2,260513,200000000,1242805359,59.622,118,7.486,11741
Mulan,10674,90000000,304320254,83.499,88,7.918,8661
The Mitchells vs the Machines,501929,75000000,0,25.207,110,7.963,2381
The Jungle Book,9325,4000000,205843612,54.817,78,7.279,5657
Snow White and the Seven Dwarfs,408,1488423,184925486,61.928,83,7.114,6642
Gake no ue no Ponyo,12429,41677699,202404009,46.933,100,7.734,3592
Watership Down,11837,1000000,3713768,8.821,88,7.2,532
Vampire Hunter D: Bloodlust,15999,0,151086,15.337,103,7.5,493
The Secret of Kells,26963,8000000,1803412,12.57,75,7.426,575
Rupan sansei: Kariosutoro no shiro,15371,7202188,8194857,14.19,102,7.52,865
Ice Age,425,59000000,383257136,84.113,81,7.342,11944
Robin Hood,11886,5000000,32056467,29.001,83,7.286,3918
Tenki no ko,568160,0,186965409,49.098,112,8.022,1812
Pinocchio,532639,0,0,78.6,105,6.48,1356
The Secret of NIMH,11704,7000000,14665733,12.591,82,7.453,687
The Curse of the Were-Rabbit,533,30000000,192610372,17.466,85,7.027,2340
The Many Adventures of Winnie the Pooh,250480,0,0,17.55,74,7.261,877
La tortue rouge,337703,0,921974,10.738,81,7.505,1113
J'ai perdu mon corps,586940,0,0,9.043,81,7.504,1116
Stewie Griffin: The Untold Story,65215,0,0,9.935,88,6.945,337
L'illusionniste,41201,18000000,6007194,8.591,80,7.265,504
Sing 2,438695,85000000,406000000,154.509,110,7.952,3657
Frozen,109445,150000000,1274219009,79.219,102,7.247,15148
Luca,508943,200000000,49750471,101.134,95,7.883,7256
How to Train Your Dragon: The Hidden World,166428,129000000,524580592,86.979,104,7.767,5632
The Emperor's New Groove,11688,100000000,169327687,74.315,78,7.549,5902
Onward,508439,200000000,141940042,32.68,103,7.741,5488
The Land Before Time,12144,12500000,84460846,13.158,69,7.107,2274
Koto no ha no niwa,198375,0,0,27.516,46,7.593,1748
Kokuriko-zaka kara,83389,22000000,61037844,15.595,91,7.536,1472
Yellow Submarine,12105,250000,1273261,9.023,89,7.115,431
Samï¿½ uï¿½zu,654974,0,0,29.836,93,5.002,503
Inosensu: Innocence,12140,0,9789651,14.677,100,7.285,724
Shrek 2,809,150000000,928760770,99.88,93,7.233,10965
Hercules,11970,85000000,252712101,54.947,93,7.507,6609
Raya and the Last Dragon,527774,100000000,130423032,92.379,107,7.922,6007
Lilo & Stitch,11544,80000000,273144151,49.605,85,7.507,5466
Tarzan,37135,130000000,448191819,52.486,88,7.4,6052
Megamind,38055,130000000,321885765,42.009,96,6.949,6100
The Adventures of Tintin,17578,130000000,371940071,23.467,107,6.875,4893
The Lego Batman Movie,324849,80000000,311950384,29.169,104,7.205,4427
Lady and the Tramp,10340,4000000,36359037,41.472,76,7.107,4747
Finding Dory,127380,200000000,1028570889,33.752,97,7.043,11180
Despicable Me 2,93456,76000000,970761885,56.126,98,6.9,10305
Peter Pan,420808,0,0,855.771,106,5.9,240
Corpse Bride,3933,40000000,118133252,62.867,77,7.514,7949
Alice in Wonderland,12155,200000000,1025467110,48.728,108,6.62,12845
One Hundred and One Dalmatians,12230,4000000,85000000,46.456,82,7.168,5642
Cinderella,11224,2900000,263591415,77.222,74,7.037,6051
The Simpsons Movie,35,75000000,527068851,53.13,87,6.991,7228
The Last Unicorn,10150,0,6455530,10.186,92,7.156,404
Bambi,3170,858000,267447150,50.199,70,7.009,5083
The Brave Little Toaster,19933,2300000,0,9.562,90,6.924,362
Heisei tanuki gassen ponpoko,15283,0,0,17.644,119,7.148,859
Shaun the Sheep Movie,263109,25000000,106209378,15.188,85,7.0,1213
Encanto,568124,50000000,253000000,171.747,102,7.642,8163
Cars,920,120000000,461983149,55.292,117,6.918,12548
DC League of Super-Pets,539681,90000000,203000000,110.64,105,7.41,1214
A Bug's Life,9487,120000000,363258859,53.006,95,6.964,8321
The Prince of Egypt,9837,70000000,218613188,33.523,99,7.2,3523
Treasure Planet,9016,140000000,109578115,29.653,95,7.529,3677
Kung Fu Panda 2,49444,150000000,665692281,62.323,91,6.946,6149
Rango,44896,135000000,245724603,38.39,107,6.811,5776
Monsters University,62211,200000000,743559607,64.574,104,7.028,9666
The Croods,49519,135000000,587204668,55.668,98,6.9,6432
The Book of Life,228326,50000000,97437106,36.615,95,7.527,2363
The Fox and the Hound,10948,12000000,29800000,25.377,82,7.1,2860
Sleeping Beauty,10882,6000000,51600000,43.073,75,6.945,4654
Rise of the Guardians,81188,145000000,306941670,41.748,97,7.36,6058
Spirit: Stallion of the Cimarron,9023,80000000,122563539,56.844,83,7.694,4133
Wish Dragon,550205,0,25860000,51.683,99,7.979,1096
The Witcher: Nightmare of the Wolf,666243,0,0,18.551,83,7.609,786
Dumbo,11360,812000,1600000,39.473,64,6.997,4443
Anomalisa,291270,8000000,5659286,12.192,90,7.126,1533
The Transformers: The Movie,1857,6000000,5849647,18.449,84,7.164,422
Sing,335797,75000000,634151679,60.381,108,7.11,7278
Enchanted,4523,85000000,340487652,32.692,107,6.802,4954
The Princess and the Frog,10198,105000000,270997378,75.855,98,7.187,4888
Kung Fu Panda 3,140300,145000000,521170825,55.057,95,6.9,5137
Chicken Run,7443,45000000,224834564,35.314,84,6.7,4347
Brave,62177,185000000,538983207,66.434,93,7.009,12298
Anastasia,9444,53000000,139804348,27.513,94,7.612,4842
The AristoCats,10112,4000000,55675257,35.141,78,7.295,4522
The SpongeBob SquarePants Movie,11836,30000000,140161792,47.389,87,6.988,2525
Winnie the Pooh,980078,100000,3200000,520.238,84,5.7,548
Neko no ongaeshi,15370,0,54016370,25.1,75,7.175,1683
The Sword in the Stone,9078,3000000,22182353,39.407,79,7.249,3444
Balto,21032,31000000,11348324,17.305,78,7.304,1838
The Great Mouse Detective,9994,14000000,38625550,18.09,74,7.056,1445
Fantasia 2000,49948,80000000,60655420,11.142,74,7.009,1111
Arthur Christmas,51052,10000000,0,16.84,97,6.763,1272
The Sea Beast,560057,0,0,72.57,119,7.509,1137
Turning Red,508947,190000000,18879922,173.039,100,7.468,4146
Hotel Transylvania,76492,85000000,358375603,38.829,91,6.954,7845
Ralph Breaks the Internet,404368,175000000,529221154,72.969,112,7.212,6766
Chip 'n Dale: Rescue Rangers,420821,0,0,62.886,99,7.022,990
The Hunchback of Notre Dame,10545,100000000,325338851,32.905,91,7.098,4473
9,12244,30000000,48428063,29.39,79,6.896,3168
A Scanner Darkly,3509,8700000,7659918,8.037,100,6.804,1517
Ron's Gone Wrong,482321,0,60692022,56.836,107,8.0,1569
Bedknobs and Broomsticks,12335,20000000,17900000,12.386,117,7.013,832
Abominable,431580,75000000,190304772,25.241,97,7.524,1804
ParaNorman,77174,60000000,107139399,24.055,90,6.953,2248
The Peanuts Movie,227973,99000000,246233113,16.302,88,6.9,1426
Cloudy with a Chance of Meatballs,22794,100000000,242988466,25.732,90,6.603,5290
Madagascar,953,75000000,542063846,67.51,86,6.885,9817
Rio,46195,90000000,484635760,45.371,96,6.716,5998
Atlantis: The Lost Empire,10865,120000000,186053725,19.683,95,6.975,4214
A Goofy Movie,15789,18000000,35348597,16.188,78,6.954,1527
The Croods: A New Age,529203,65000000,215905815,85.504,95,7.5,3338
The Road to El Dorado,10501,95000000,76432727,32.222,89,7.2,3398
Ice Age: Dawn of the Dinosaurs,8355,90000000,886686817,60.666,94,6.724,7445
The Rescuers,11319,1200000,71215869,15.653,78,6.766,2227
The Shawshank Redemption,278,25000000,28341469,66.784,142,8.703,23702
The Godfather,238,6000000,245066411,103.4,175,8.712,17849
Hababam Sinifi,83651,0,0,4.824,87,7.9,113
The Dark Knight,155,185000000,1004558444,72.719,152,8.509,29623
Schindler's List,424,22000000,321365567,48.242,195,8.57,14019
The Lord of the Rings: The Return of the King,122,94000000,1118888979,59.012,201,8.473,21534
The Godfather Part II,240,13000000,102600000,51.962,202,8.597,10799
12 Angry Men,389,350000,1000000,31.236,97,8.537,7233
Aynabaji,418325,405606,246840,2.443,144,7.7,40
Pulp Fiction,680,8000000,214179088,56.482,154,8.49,25094
777 Charlie,634120,0,0,11.727,166,7.545,22
The Lord of the Rings: The Fellowship of the Ring,120,93000000,871368364,59.198,179,8.396,22622
Inception,27205,160000000,825532764,81.758,148,8.362,33626
Fight Club,550,63000000,100853753,64.925,139,8.433,26341
Forrest Gump,13,55000000,677387716,54.17,142,8.481,24575
The Lord of the Rings: The Two Towers,121,79000000,926287400,57.144,179,8.378,19667
"Il buono, il brutto, il cattivo",429,1200000,25253887,43.357,161,8.483,7359
Jai Bhim,855400,0,0,6.969,164,7.456,80
Rocketry: The Nambi Effect,607145,7900000,3900000,7.465,154,7.643,20
GoodFellas,769,25000000,46835000,33.131,145,8.5,11217
The Matrix,603,63000000,463517383,63.835,136,8.2,23135
One Flew Over the Cuckoo's Nest,510,3000000,108981275,27.717,133,8.422,9344
The Empire Strikes Back,1891,18000000,538400000,36.225,124,8.392,15299
The Kashmir Files,900783,0,0,9.131,170,7.474,38
Soorarai Pottru,595228,0,0,7.588,149,7.805,59
Interstellar,157336,165000000,701729206,113.892,169,8.4,31281
The Silence of the Lambs,274,19000000,272742922,9.605,119,8.346,14471
Se7en,807,33000000,327311859,39.407,127,8.367,18709
The Green Mile,497,60000000,286801374,59.087,189,8.508,15351
Saving Private Ryan,857,70000000,481840909,63.753,169,8.208,14157
Star Wars,11,11000000,775398007,102.352,121,8.208,18568
Terminator 2: Judgment Day,280,102000000,520000000,57.992,137,8.097,11275
Sen to Chihiro no kamikakushi,129,19000000,274925095,74.873,125,8.54,14239
Cidade de Deus,598,3300000,30641770,27.823,130,8.424,6439
La vita ï¿½ bella,637,20000000,230098753,36.024,116,8.455,11858
It's a Wonderful Life,1585,3180000,9644124,27.027,130,8.3,3716
Shichinin no samurai,346,2000000,346300,20.801,207,8.461,3029
Seppuku,76659,0,0,1.314,42,4.6,9
Sita Ramam,894803,0,0,7.186,158,7.7,37
Whiplash,244786,3300000,13092000,46.714,107,8.377,13402
Back to the Future,105,19000000,381109762,58.496,116,8.3,17874
Gladiator,98,103000000,465361176,52.353,155,8.206,16401
The Departed,1422,90000000,291465000,27.717,151,8.166,13369
The Prestige,1124,40000000,109676311,30.462,130,8.202,14124
Apocalypse Now,28,31500000,150000000,27.985,147,8.281,7195
Lï¿½on,578672,0,0,5.737,107,5.6,29
Alien,348,11000000,104931801,43.928,117,8.14,12745
The Usual Suspects,629,6000000,23341568,21.283,106,8.2,9312
The Lion King,8587,45000000,763455561,106.827,89,8.258,16484
Le scaphandre et le papillon,2013,14000020,19777647,11.612,112,7.552,1029
Mar adentro,1913,12806000,38535221,6.62,125,7.581,792
Persepolis,2011,7300000,0,11.914,95,7.919,1696
Bohemian Rhapsody,424694,52000000,903992901,34.473,135,8.004,15634
Dallas Buyers Club,152532,5000000,55736588,12.029,117,7.933,7817
Spartacus,967,12000000,60000000,32.013,197,7.55,1853
Togo,884363,0,0,52.065,95,6.55,60
My Left Foot: The Story of Christy Brown,10161,645180,14743391,11.029,103,7.549,786
Patton,11202,12000000,89800000,10.362,172,7.501,922
The Lion in Winter,18988,0,0,10.446,134,7.4,274
In Cold Blood,18900,3500000,13007551,8.395,134,7.5,305
M.S. Dhoni: The Untold Story,388333,0,0,6.204,190,7.151,139
Super 30,534075,0,0,4.962,153,7.426,80
Hidden Figures,381284,25000000,235956898,48.768,127,8.056,8606
The Irishman,398978,159000000,968853,27.192,209,7.623,5998
Tombstone,11969,25000000,56505065,26.821,130,7.602,1777
The Big Short,318846,28000000,133346506,19.477,131,7.336,8049
The Social Network,37799,40000000,224920315,24.829,121,7.35,10818
Thirteen Lives,698948,55000000,0,25.466,147,7.941,964
American Gangster,4982,100000000,266465037,32.767,157,7.576,4768
Remember the Titans,10637,30000000,136706683,18.444,113,7.625,2324
Glory,9665,18000000,26828365,18.545,122,7.485,1357
Walk the Line,69,28000000,186797986,17.319,136,7.492,2543
Straight Outta Compton,277216,28000000,201634991,29.182,147,7.776,3473
The Fighter,45317,25000000,93617009,11.331,116,7.378,3901
Awakenings,11005,0,52096475,12.722,120,7.8,2162
Captain Phillips,109424,55000000,218791811,14.355,134,7.6,6236
The Killing Fields,625,14400000,34700291,9.545,142,7.506,618
October Sky,13466,25000000,34698685,9.282,108,7.6,1060
The Insider,9008,90000000,60289912,11.063,158,7.473,1572
Changeling,3580,55000000,113020255,17.341,141,7.6,3761
The Right Stuff,9549,27000000,21500000,14.787,193,7.4,735
The World's Fastest Indian,9912,25000000,0,13.303,127,7.6,604
Gangubai Kathiawadi,664332,0,0,13.954,157,7.428,97
Ed Wood,522,18000000,5887457,13.353,127,7.506,2036
Pride,234200,0,7523634,9.23,122,7.74,1180
Il postino,11010,0,0,10.764,109,7.944,1022
"Aguirre, der Zorn Gottes",2000,370000,37041,9.609,95,7.525,923
Argo,68734,44500000,232325503,18.514,120,7.271,7563
Malcolm X,1883,34000000,48169908,14.892,202,7.52,1415
The Theory of Everything,266856,15000000,123726688,24.595,123,7.864,9875
Donnie Brasco,9366,35000000,124909762,15.658,127,7.5,3886
Serpico,9040,3000000,29800000,15.678,130,7.546,1645
The Last Emperor,746,23000000,43984230,19.45,163,7.633,1420
Bonnie and Clyde,475,2500000,50700000,16.548,110,7.494,1379
Kaze tachinu,149870,30000000,117932401,25.921,126,7.781,2506
Ray,1677,40000000,124731534,32.434,152,7.448,1694
Finding Neverland,866,25000000,116766556,13.276,106,7.321,3290
Diarios de motocicleta,1653,0,57663224,11.459,126,7.428,1134
A Man for All Seasons,874,3900000,28350000,9.836,120,7.348,353
Frost/Nixon,11499,25000000,18593156,8.224,122,7.307,1022
Dark Waters,552178,20000000,13601384,17.13,127,7.544,1780
The Blind Side,22881,29000000,309208309,38.683,129,7.681,5627
Moneyball,60308,50000000,110206216,17.06,134,7.252,4435
Just Mercy,522212,25000000,50401502,20.5,137,7.935,1925
Escape from Alcatraz,10734,8000000,43004381,16.93,113,7.537,2431
Freedom Writers,1646,21000000,43095175,16.971,123,7.923,1951
Only the Brave,395991,38000000,25754775,28.671,133,7.393,1350
The Last King of Scotland,1523,6000000,48618191,14.24,123,7.433,1829
The Boy Who Harnessed the Wind,491480,0,0,21.733,113,7.948,1449
The Hurricane,10400,50000000,73956241,12.823,146,7.429,1219
La Vie En Rose,1407,25000000,86274793,8.955,140,7.46,1433
The Two Popes,551332,0,232638,11.374,125,7.52,2590
Philomena,205220,12000000,100129872,13.8,98,7.366,1461
Control,986088,0,0,32.355,89,5.4,22
Huo Yuan Jia,691302,0,0,6.641,97,8.8,2
Shine,7863,5500000,35892330,8.513,105,7.378,558
Sophie Scholl - Die letzten Tage,2117,0,0,8.963,117,7.173,373
Sanju,11712,0,0,6.163,96,7.972,497
The Greatest Showman,316029,84000000,432844677,30.055,105,7.918,8630
The Aviator,2567,110000000,213700000,17.853,170,7.2,4754
The Favourite,375262,15000000,95918706,18.962,119,7.54,4720
BlacKkKlansman,487558,15000000,93400823,12.219,135,7.526,6861
"I, Tonya",389015,11000000,53939297,15.424,120,7.511,5223
"tick, tick...BOOM!",537116,0,0,14.581,120,7.724,1731
Lone Survivor,193756,40000000,149295601,24.489,121,7.429,3794
The Assassination of Jesse James by the Coward Robert Ford,4512,30000000,14711793,14.996,160,7.064,2189
King Richard,614917,50000000,30000000,29.842,145,7.745,1938
42,109410,40000000,95020213,23.023,128,7.147,1592
Blow,4133,53000000,83282296,27.876,124,7.367,3894
Midnight Express,11327,2300000,35000000,12.839,121,7.524,1469
Richard Jewell,292011,45000000,33904605,13.374,131,7.444,2175
Fruitvale Station,157354,900000,17549645,11.105,82,7.364,1143
127 Hours,44115,18000000,35692920,19.994,94,7.064,6832
Saving Mr. Banks,140823,35000000,112544580,8.855,125,7.4,3041
Boys Don't Cry,226,2000000,11540607,13.015,118,7.45,1156
Rudy,14534,12000000,22750363,11.941,114,7.364,562
Chaplin,10435,31000000,9493259,11.8,143,7.45,908
Selma,273895,20000000,66787908,9.664,127,7.413,2039
The Great Debaters,14047,15000000,30226144,10.75,126,7.205,511
Milk,10139,20000000,54589558,10.869,128,7.268,1961
Christiane F. - Wir Kinder vom Bahnhof Zoo,9589,0,0,11.948,131,7.328,1166
Quiz Show,11450,31000000,24822619,7.053,133,7.258,770
Hunger,10360,0,2724474,13.387,96,7.268,999
Henry V,10705,9000000,10176701,8.529,137,7.244,314
Yip Man 2,450001,0,21832649,22.202,107,6.239,424
83,601337,36786988,25452983,6.705,163,6.956,33
L'instinct de mort,13635,0,31055440,11.009,113,7.362,818
The Damned United,21641,10000000,0,7.707,97,7.25,548
Tanhaji: The Unsung Warrior,584850,0,0,3.954,135,6.528,53
The Swimmers,821881,0,0,23.488,134,7.556,369
Erin Brockovich,462,52000000,256271286,19.045,131,7.422,2735
Molly's Game,396371,30000000,59284015,17.825,140,7.145,3332
Sully,363676,60000000,240797623,17.001,96,7.169,6506
Judas and the Black Messiah,583406,26000000,6416063,13.211,126,7.377,1254
Darkest Hour,399404,30000000,150847207,16.654,125,7.35,4638
Miracle,14292,28000000,64445708,9.49,135,7.078,516
The Mauritanian,644583,0,0,14.995,129,7.435,863
Elizabeth,4518,30000000,82150642,15.597,124,7.168,1234
A Hidden Life,403300,9000000,4612788,10.53,174,7.154,547
Man on the Moon,1850,82000000,47434430,9.614,118,7.265,1530
Trumbo,294016,15000000,8235661,8.619,124,7.2,1431
The King and I,16520,4550000,21300000,8.035,133,7.172,323
"McFarland, USA",228203,0,45710059,10.482,128,7.4,659
The Greatest Game Ever Played,15487,25000000,15431177,13.074,120,7.2,393
Love & Mercy,271714,0,28641776,9.902,120,7.1,596
Searching for Bobby Fischer,14291,12000000,7266383,11.579,110,7.146,481
"Good Night, and Good Luck.",3291,7000000,54600000,8.323,92,7.1,837
Immortal Beloved,13701,120,0,8.506,121,7.1,284
Rabbit-Proof Fence,9555,0,0,10.46,94,6.957,291
Amazing Grace,15163,0,32120360,9.721,117,6.9,255
American Splendor,2771,2000000,6003587,9.4,101,7.212,386
The Good Lie,250538,20000000,3396345,8.945,110,7.389,444
L'ennemi public nï¿½1,15362,80000000,0,10.999,133,7.328,767
Jhund,665685,0,0,2.352,178,6.3,11
Elvis,614934,85000000,286000000,51.969,159,7.632,2556
Lincoln,72976,65000000,275293450,11.673,149,6.861,3414
The King,948713,0,0,1541.653,111,7.304,303
Coach Carter,7214,30000000,76669806,52.287,136,7.558,2483
Beautiful Boy,451915,25000000,7649973,14.84,121,7.557,2130
Belfast,777270,25000000,30000000,13.757,98,7.152,1121
Heavenly Creatures,1024,5000000,3049135,12.035,109,7.005,787
American Sniper,190859,58800000,542307423,61.879,133,7.433,11815
"Girl, Interrupted",3558,40000000,48350205,18.22,127,7.555,3323
First Man,369972,70000000,105713218,15.709,141,7.043,4749
Rocketman,504608,40000000,167323950,20.057,121,7.3,4154
The Banker,627725,0,0,17.222,120,7.6,703
